PitchNo,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,Batter,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0
173,2,1,Pitcher_4,Right,2,Batter_15,Right,1,Windup,5,Bottom,1,0,0,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,94.27472833,-2.807839835,-0.519219154,2246.688892,209.9852021,1:00,7.409980739,1.048882592,6.354194386,-11.38920922,19.57122476,11.30950977,3.874756336,2.013511257,85.73710449,-4.96441543,1.633842737,0.400474657,,,,,,,,,,,,-6.366056738,11.58339772,-1.016658568,50,7.201374289,0.888822139,-137.1300277,-7.082251685,-12.04412891,32.14392737,-10.25907966
174,2,2,Pitcher_4,Right,2,Batter_15,Right,1,Windup,5,Bottom,1,0,1,ChangeUp,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,88.81492307,-5.31254363,-0.953916921,1522.565654,220.9362976,1:15,7.147588645,1.208694647,6.978456616,-21.46723834,12.46692087,10.84069038,0.513041228,1.744545663,82.14833315,-9.356330161,1.123192955,0.419266405,,,,,,,,,,,,-6.331247287,8.408479598,-1.153898771,50,6.81273519,1.867910359,-128.9817067,-12.54929645,-10.70833362,25.82095268,-17.95239511
175,2,3,Pitcher_4,Right,2,Batter_15,Right,1,Windup,5,Bottom,1,1,1,ChangeUp,Undefined,InPlay,Undefined,GroundBall,Double,0,0,,87.44697676,-2.100507773,-1.098866547,1596.680396,224.9193836,1:30,7.269952005,1.050585485,6.945428013,-22.16682304,12.64380655,12.64091411,3.510166895,1.603966964,80.55894138,-6.320243834,1.322018887,0.424646411,88.66407794,-4.684994199,-42.91210265,,,,,31.73329489,30.30351016,-41.77212732,0.245162964,-7.372149157,7.642005125,-0.98695802,50,7.131714732,2.119713352,-127.4426007,-5.244638885,-12.16870029,25.29653703,-19.55991556
176,3,1,Pitcher_4,Right,2,Batter_16,Right,1,Windup,5,Bottom,1,0,0,Fastball,Undefined,InPlay,Undefined,LineDrive,Single,0,1,,93.47260194,-3.416939229,-1.897747061,2227.957061,205.697176,12:45,7.354079693,0.927667768,6.522769136,-11.05346873,20.03371324,9.654424107,3.293089539,0.490726171,85.73978393,-5.507221658,-0.063038793,0.401293565,100.3920217,10.89266425,-0.431646038,927.8681612,109.9997152,13.87739154,0.235728116,199.9884652,199.9884652,0.089337649,1.722231445,-5.833983505,11.96710455,-0.800199808,50,7.111738455,4.212655581,-135.9314063,-8.454113694,-10.95001744,28.91455696,-9.712551453
177,4,1,Pitcher_4,Right,2,Batter_17,Left,1,Windup,5,Bottom,1,0,0,Curveball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,75.46221022,-0.202208163,0.316817568,2670.051686,62.31279986,8:00,7.228170773,1.268959102,6.442794786,-55.20479865,-7.144021052,-13.52862717,2.441995573,0.932641567,69.64024511,-10.60304594,-2.262981994,0.49896136,,,,,,,,,,,,7.550445675,-3.876914991,-1.285260979,50,7.188879927,-0.274780878,-109.9122217,-1.746689382,9.171469582,20.76065217,-36.88330804
178,4,2,Pitcher_4,Right,2,Batter_17,Left,1,Windup,5,Bottom,1,0,1,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,93.88454085,-4.363027627,-0.147040986,2180.160184,208.1208641,1:00,7.29972637,0.927825971,6.355446219,-12.42032541,18.26248553,9.775224329,2.241876238,2.107114754,87.36281371,-6.676865258,1.69309447,0.39867508,,,,,,,,,,,,-5.374147857,10.98304233,-0.921886544,50,6.977703665,0.040254894,-136.5320644,-10.81103912,-10.31527052,25.30959354,-11.09292913
179,4,3,Pitcher_4,Right,2,Batter_17,Left,1,Windup,5,Bottom,1,1,1,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,75.92568198,-0.945227937,0.433355995,2706.925326,43.25514692,7:30,7.290354054,1.139456104,6.272602729,-59.23481101,-11.13503243,-10.43412748,1.482812901,1.169371057,69.9210696,-12.06313981,-1.557397844,0.499163771,,,,,,,,,,,,5.862238256,-5.808291352,-1.166350787,50,7.191887926,-0.569847055,-110.4929634,-3.332471853,7.147453671,22.21718812,-39.2557282
180,4,4,Pitcher_4,Right,2,Batter_17,Left,1,Windup,5,Bottom,1,2,1,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,94.58248583,-5.528735109,-1.516950238,2349.762677,178.5516533,12:00,7.32502705,0.999933248,6.712088694,-9.249506113,20.86691433,-0.528310922,1.483367575,0.069067891,87.42808442,-7.264576634,-1.617331725,0.394978262,,,,,,,,,,,,-0.085631252,12.95194704,-0.899462418,50,6.954706583,3.650694248,-137.269684,-13.56348971,-0.165019887,27.54426781,-7.214366316
181,4,5,Pitcher_4,Right,2,Batter_17,Left,1,Stretch,5,Bottom,1,3,1,Fastball,Undefined,BallCalled,Walk,Undefined,Undefined,0,0,,93.18688984,-2.179445339,-0.187662383,2265.977135,211.8114749,1:00,7.383062237,1.04079816,6.266547476,-16.29616511,14.92883983,9.278623813,4.015074562,2.141030652,86.34615559,-5.233228992,1.559514126,0.402182136,,,,,,,,,,,,-5.102536624,8.662866729,-1.031554937,50,7.213919764,0.147573306,-135.7625939,-5.688516831,-9.646212426,26.12763823,-15.79712491
182,5,1,Pitcher_4,Right,2,Batter_18,Right,1,Stretch,5,Bottom,1,0,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,93.1685958,-4.123892882,-0.047624577,2147.3756,181.3180562,12:00,7.408032767,1.082449182,6.318630215,-13.72297641,17.61803544,0.406042219,2.460259001,1.572429397,86.22512872,-6.689828856,0.028990865,0.402928535,,,,,,,,,,,,-0.233564834,10.64311243,-1.079172449,50,7.100039489,0.099789292,-135.4773691,-10.20121565,-0.438889241,26.5331566,-12.17468715
183,5,2,Pitcher_4,Right,2,Batter_18,Right,1,Stretch,5,Bottom,1,1,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.97310986,-3.341114229,-1.676510301,2274.818239,188.9090766,12:15,7.315734329,0.865067605,6.628590457,-12.55895969,18.61302872,2.922337872,3.205673435,0.073358685,85.66360774,-5.713978059,-1.121240126,0.401840561,,,,,,,,,,,,-2.048578487,11.15671575,-0.753041675,50,7.084473668,3.873610598,-135.2842442,-8.270908127,-3.823226156,27.57001943,-11.35246534
184,5,3,Pitcher_4,Right,2,Batter_18,Right,1,Stretch,5,Bottom,1,1,1,Curveball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,75.13449489,-0.200898816,-0.395423565,2676.404938,31.15107779,7:00,7.415324314,0.99850433,6.344284612,-57.72988456,-9.305663087,-5.597334925,2.419581244,0.668092496,69.76263303,-11.02258878,-1.458089701,0.500844423,,,,,,,,,,,,2.958282515,-5.046817235,-0.967177614,50,7.373326011,0.89606065,-109.4542496,-1.834499187,3.58400364,19.55803211,-38.28834334
185,5,4,Pitcher_4,Right,2,Batter_18,Right,1,Stretch,5,Bottom,1,1,2,ChangeUp,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,87.53424759,-5.180408476,-1.467047473,1592.066156,212.8631255,1:00,7.259953852,1.130419199,7.065403851,-18.70181366,15.70552617,10.16692745,0.984039037,1.145515077,81.80582617,-8.695391135,0.471647844,0.422179428,,,,,,,,,,,,-6.03588433,9.993469327,-1.045954058,50,6.942312718,3.002497942,-127.229503,-12.00943473,-10.06623206,21.83540275,-15.50762889
186,1,1,Pitcher_7,Left,1,Batter_9,Right,2,Windup,6,Top,0,0,0,Fastball,Undefined,InPlay,Undefined,LineDrive,Single,0,0,,93.28934278,-3.679704367,2.793415447,2434.756904,153.4115057,11:00,6.590560742,-1.884326186,6.189435645,-11.60467086,20.37533193,-10.2131386,2.217908575,0.34532947,84.67255786,-5.872060384,0.855668896,0.40701533,74.50972622,20.05595899,-11.23618125,1215.264034,107.8483827,27.43957152,-21.6488294,223.3376358,223.3376358,-12.3208439,2.780227051,6.414718375,12.23224546,1.679265885,50,6.307274518,-6.279698257,-135.3782652,-9.086923088,11.81664814,31.59347088,-9.640847231
187,2,1,Pitcher_7,Left,1,Batter_10,Right,2,Stretch,6,Top,0,0,0,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,92.35534396,-2.497591047,2.575483871,2380.633597,176.0324825,11:45,6.646416982,-1.725023582,6.221459327,-10.492342,21.74351469,-1.510170057,3.464040209,1.02681576,84.54431187,-4.473996142,2.290297642,0.408640236,65.35755279,44.70109854,32.54411133,3418.874536,85.18880528,71.48615447,69.59071012,210.2340114,37.25710116,42.70170055,4.407192993,1.525906227,12.5439595,1.533421573,50,6.454417432,-5.992335139,-134.2829068,-6.195571159,2.791560778,28.55176735,-9.225570653
188,2,2,Pitcher_7,Left,1,Batter_10,Right,2,Stretch,6,Top,0,0,1,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,92.18992991,-3.341593363,4.427288773,2461.856319,158.5214015,11:15,6.594470043,-1.827548302,6.26339844,-11.10548155,21.45301741,-8.453358281,2.575851029,2.057426744,84.10045566,-5.437892987,2.831099174,0.410680144,,,,,,,,,,,,5.867214518,12.67168162,1.503851163,50,6.341012437,-10.08498861,-133.6615311,-8.174080718,10.60398552,29.06614967,-9.272153966
189,2,3,Pitcher_7,Left,1,Batter_10,Right,2,Stretch,6,Top,0,1,1,ChangeUp,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,87.06334091,-2.642710045,3.845105277,2051.474821,137.2352577,10:30,6.460787597,-1.858361065,6.090404428,-22.28275403,14.14578942,-13.11466235,2.152487173,1.110304026,80.1583316,-6.813581737,1.380261697,0.434402606,,,,,,,,,,,,8.118491425,8.364790181,1.569118533,50,6.245009656,-8.09460914,-126.4246029,-6.532343283,13.21816999,24.32903584,-18.55486578
190,2,4,Pitcher_7,Left,1,Batter_10,Right,2,Stretch,6,Top,0,2,1,Fastball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,90.95998148,-1.369582033,3.003239032,2397.547427,157.3475129,11:15,6.605237704,-1.651000631,6.425413538,-13.92696855,19.15672677,-8.007754949,4.184014579,0.944249185,82.86890509,-4.014365557,1.481635154,0.413979204,,,,,,,,,,,,5.265339733,10.93256158,1.441001652,50,6.501361949,-6.702048334,-132.2985254,-3.582910701,9.306382238,28.94917586,-12.85096551
191,2,5,Pitcher_7,Left,1,Batter_10,Right,2,Stretch,6,Top,0,2,2,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,82.55803338,-0.821205201,3.552249951,2246.004588,334.6550078,5:15,6.59160217,-1.756659087,5.596580668,-53.27791563,-11.53325834,5.44423983,1.383665393,2.517252548,76.003602,-10.68258493,4.5709619,0.46502036,,,,,,,,,,,,-1.832781269,-5.919003592,1.448910093,50,6.487146654,-7.609089174,-119.8197351,-3.393386868,-2.641055163,25.04926085,-40.70338878
192,2,6,Pitcher_7,Left,1,Batter_10,Right,2,Stretch,6,Top,0,3,2,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,92.98393758,-1.889112675,3.297861904,2477.214505,162.9377147,11:30,6.624943416,-1.671169645,6.236687201,-11.75078443,20.16656749,-6.198728803,3.89983646,1.357291992,84.71726347,-4.111296973,2.125085332,0.40661645,66.1517352,56.3948807,152.0851698,3996.989933,,,,,,,,4.326497907,11.5579306,1.428710864,50,6.478311284,-7.590213876,-135.1314645,-4.836691016,7.981654771,30.07647297,-10.85162707
193,2,7,Pitcher_7,Left,1,Batter_10,Right,2,Stretch,6,Top,0,3,2,Fastball,Undefined,InPlay,Undefined,GroundBall,Out,1,0,,92.81017251,-3.370878297,3.107321774,2503.664299,157.9910712,11:15,6.674124265,-1.618606071,6.235374415,-12.15355694,19.72404506,-7.984722135,2.544072491,1.084806157,85.27024268,-5.654816926,1.601694282,0.406363171,,,,,,,,,,,,5.168830038,11.64152452,1.391208765,50,6.416592182,-7.064410648,-134.8113978,-8.338805411,9.565942966,27.75964993,-10.62910342
194,3,1,Pitcher_7,Left,1,Batter_11,Left,2,Stretch,6,Top,1,0,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,92.28165443,-4.11942234,2.903098337,2436.139884,163.0488683,11:30,6.620039057,-1.510835503,6.23923156,-9.796482211,22.6646736,-6.917456383,1.993003728,1.092438093,84.28502953,-5.964112992,1.59446011,0.41006576,,,,,,,,,,,,4.591192373,13.53596026,1.298310635,50,6.308046893,-6.573126742,-133.9019879,-9.963992071,8.330667154,29.073835,-7.613200224
195,3,2,Pitcher_7,Left,1,Batter_11,Left,2,Stretch,6,Top,1,1,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.0015352,-2.759091047,4.020276581,2486.245955,147.2494718,11:00,6.554050625,-1.762483693,6.453497295,-14.38887388,17.82012385,-11.4820006,2.81245731,1.479493186,84.45335612,-5.478053773,1.848062621,0.408469961,,,,,,,,,,,,7.374492238,10.52717728,1.483450555,50,6.352113377,-9.04499066,-133.6192108,-6.889039794,13.39878412,27.44984713,-13.04712142
196,3,3,Pitcher_7,Left,1,Batter_11,Left,2,Stretch,6,Top,1,1,1,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,82.89872389,-0.360640707,2.451132997,2330.148635,322.2756387,4:45,6.50934123,-1.582576989,5.699477807,-47.24692308,-6.975606649,5.366810283,2.235780704,1.649743748,77.66358069,-9.065749212,3.447806744,0.456740404,,,,,,,,,,,,-2.288668669,-3.637923099,1.373803338,50,6.449463389,-5.335545416,-120.6736015,-2.256306879,-3.426316434,20.12314863,-37.62030466
197,3,4,Pitcher_7,Left,1,Batter_11,Left,2,Stretch,6,Top,1,2,1,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.53608305,-2.886851026,3.353785678,2389.866419,160.5781681,11:15,6.704882882,-1.658394195,6.369141186,-8.837729054,23.95312716,-8.456358389,3.305690583,1.225923011,83.44580296,-4.561681206,1.750314692,0.41214297,,,,,,,,,,,,5.589428976,13.96538741,1.420412761,50,6.492165568,-7.534778941,-132.9585171,-6.984676627,9.990792012,28.89856717,-7.211698803
198,3,5,Pitcher_7,Left,1,Batter_11,Left,2,Stretch,6,Top,1,2,2,Fastball,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,92.80328082,-2.593286274,2.13013131,2565.598074,164.830931,11:30,6.613334206,-1.581371267,6.075380957,-12.44688361,19.60302439,-5.32283145,3.173673152,0.446611411,85.08067687,-4.930504347,1.127367141,0.407459935,,,,,,,,,,,,3.458800377,11.33055399,1.419723436,50,6.40622279,-4.844943086,-134.9500224,-6.524511522,6.400431554,28.41738189,-11.20711569
199,4,1,Pitcher_7,Left,1,Batter_12,Right,2,Stretch,6,Top,2,0,0,ChangeUp,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,87.80844188,-2.854536485,4.44132759,2029.776931,141.1836003,10:45,6.462820452,-1.874164804,6.259992335,-20.10831693,15.56798927,-12.55130866,2.145401872,1.682598392,80.70737699,-6.632732318,2.076562297,0.429894075,,,,,,,,,,,,8.026846412,9.255541008,1.551216774,50,6.240902298,-9.52095341,-127.4115101,-6.973399655,13.2593325,24.97901789,-16.88506837
200,4,2,Pitcher_7,Left,1,Batter_12,Right,2,Stretch,6,Top,2,1,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.719491,-2.627008888,3.191463137,2568.320303,152.0039273,11:00,6.539721662,-1.625545272,6.223840242,-14.82854357,16.98634699,-9.04620992,2.875030942,1.067894295,85.48011759,-5.410545494,1.488975957,0.405963264,,,,,,,,,,,,5.730933788,9.914343953,1.391794221,50,6.33581917,-7.226545162,-134.7889885,-6.668039312,10.64062526,26.76315756,-13.76608528
201,4,3,Pitcher_7,Left,1,Batter_12,Right,2,Stretch,6,Top,2,1,1,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,92.43463527,-3.288508172,3.540840014,2491.139517,158.5993414,11:15,6.762329136,-1.544844975,6.414548249,-8.969656985,23.0742223,-9.054802393,2.982922715,1.459506941,84.53149495,-4.986277945,1.825548175,0.407421611,,,,,,,,,,,,5.942412,13.57761579,1.296351347,50,6.523113002,-8.029746294,-134.2226942,-8.000080067,10.85967056,28.57368378,-7.36115534
202,4,4,Pitcher_7,Left,1,Batter_12,Right,2,Stretch,6,Top,2,2,1,ChangeUp,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,88.57925231,-3.036976172,3.019622269,1826.857549,143.1400008,10:45,6.500862318,-1.802621142,6.167965186,-19.91816616,15.06546806,-11.31969529,2.029798916,0.545312523,81.7429533,-6.764990211,0.889270563,0.425700323,,,,,,,,,,,,6.924843209,8.966983056,1.580060598,50,6.26051812,-6.44136734,-128.7256064,-7.453235431,11.71332974,24.69584343,-17.00645181
203,4,5,Pitcher_7,Left,1,Batter_12,Right,2,Stretch,6,Top,2,2,2,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,92.20177003,-1.090839463,2.931939453,2463.843847,156.9719866,11:15,6.708044491,-1.833254755,6.246507281,-11.76088147,20.70937516,-8.815536952,4.72062306,0.638141147,83.76917842,-3.321013967,1.260414764,0.410123239,,,,,,,,,,,,5.676201044,11.64446553,1.619869851,50,6.621168754,-6.590730745,-134.0722463,-2.924446552,10.2839349,30.24046637,-11.07702882
204,4,6,Pitcher_7,Left,1,Batter_12,Right,2,Stretch,6,Top,2,3,2,Curveball,Undefined,BallCalled,Walk,Undefined,Undefined,0,0,,82.65304045,0.021917527,2.753120424,2321.56818,338.3246157,5:15,6.548112239,-1.860179574,5.857455661,-49.21918675,-8.643231763,3.420096059,2.466896746,1.484258118,76.85170314,-9.11199076,3.392474862,0.458464691,,,,,,,,,,,,-1.128876296,-4.65383578,1.635021339,50,6.521028898,-5.886728271,-120.2468607,-1.454852457,-1.664472814,21.78165977,-39.0359015
205,5,1,Pitcher_7,Left,1,Batter_20,Right,2,Stretch,6,Top,2,0,0,Fastball,Undefined,InPlay,Undefined,FlyBall,Double,0,1,,91.52292774,-2.798018065,1.856593122,2396.063315,161.6507365,11:30,6.6528631,-1.648077089,6.277521841,-13.85340352,18.58837827,-6.175370799,2.916352908,0.048943453,84.66207904,-5.395932867,0.693483149,0.409943371,84.28159907,40.98379881,-31.18111261,2961.461686,89.96721402,83.48583817,-63.29171842,314.4050407,60.78992479,-41.63942481,5.347633667,3.819615703,10.81890918,1.514327246,50,6.439632094,-4.124292575,-133.2024688,-6.947497973,6.946080406,25.34854372,-12.49955276
206,1,1,Pitcher_8,Right,2,Batter_19,Right,1,Stretch,6,Bottom,0,0,0,Fastball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,95.20499923,-3.383132076,-0.265024559,2520.943958,177.00986,12:00,7.187319668,0.310593608,6.168709578,-6.888061283,23.93507478,-1.251767672,3.485326505,0.461528019,85.8232731,-4.688613503,-0.503476583,0.399585693,,,,,,,,,,,,0.599726557,14.16335111,-0.289933123,50,6.927895874,0.680465616,-138.3013112,-8.400025959,1.145248708,34.88884309,-5.127456463
207,1,2,Pitcher_8,Right,2,Batter_19,Right,1,Stretch,6,Bottom,0,0,1,Curveball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.70082555,-1.148538073,0.143871025,2394.180277,135.5174805,10:30,7.11072686,0.492863797,5.532656409,-39.47382737,2.593215918,-2.58563581,2.747670315,0.911856297,75.56240816,-8.453025408,-0.338639132,0.466812538,,,,,,,,,,,,1.413313074,1.683417422,-0.503620422,50,6.985052636,-0.216277907,-118.8957764,-3.639708326,2.032349251,21.81689122,-29.75328829
208,1,3,Pitcher_8,Right,2,Batter_19,Right,1,Stretch,6,Bottom,0,0,2,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,96.84887893,-4.879786902,0.630476471,2453.004517,196.2785346,12:30,7.140151976,0.000202721,6.070897859,-10.51778015,19.06580966,5.575602543,1.737640274,1.548180405,88.83402872,-6.840430602,1.681847523,0.39146862,,,,,,,,,,,,-2.853869959,11.67366868,-0.051907152,50,6.756533397,-1.73691919,-140.542126,-12.35856149,-5.72046065,31.20263195,-8.774677432
209,1,4,Pitcher_8,Right,2,Batter_19,Right,1,Stretch,6,Bottom,0,1,2,Curveball,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,82.32624104,-2.577449864,-0.557303302,2503.837643,183.4471598,12:00,7.138714469,0.441834375,5.614094185,-35.85350223,5.535551751,0.335789081,1.743963697,0.449736828,76.20481568,-9.201212338,-0.49453885,0.463035478,,,,,,,,,,,,-0.327524664,3.639882722,-0.394544172,50,6.895835885,1.153858077,-119.7138777,-6.521971594,-0.477243613,22.22822316,-26.87029293
210,2,1,Pitcher_8,Right,2,Batter_21,Left,1,Stretch,6,Bottom,1,0,0,Curveball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,82.79523132,-2.766795813,-1.306243451,2531.668209,190.3639699,12:15,7.167201597,0.571070375,5.535495837,-38.48113428,2.435458407,0.452443034,1.37204562,-0.112188047,77.07314911,-9.837541892,-1.222007015,0.460385089,,,,,,,,,,,,-0.572033829,1.997214331,-0.458215342,50,6.901792427,2.730226604,-120.3760831,-7.061812924,-0.84643838,21.51843689,-29.21877078
211,2,2,Pitcher_8,Right,2,Batter_21,Left,1,Stretch,6,Bottom,1,0,1,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,94.39257305,-1.238842971,0.074355413,2382.677192,181.2612759,12:00,7.185483287,0.184903441,6.250966278,-10.66415958,19.86884877,0.438083998,5.154332826,0.789970868,86.91414476,-3.247503247,0.157006457,0.397700664,,,,,,,,,,,,-0.220062724,11.14740231,-0.190633645,50,7.088317651,-0.192711161,-137.5477004,-3.320392407,-0.425274725,28.01371211,-10.6315158
212,2,3,Pitcher_8,Right,2,Batter_21,Left,1,Stretch,6,Bottom,1,1,1,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,94.01907739,-3.579172407,-0.573045613,2349.375233,183.9672521,12:15,7.050103706,0.310436306,6.395533385,-11.15776176,19.56256375,1.358715521,2.824645407,0.396706661,86.69279265,-5.676297531,-0.315996809,0.398918727,,,,,,,,,,,,-0.890445644,11.63474001,-0.270040479,50,6.788261361,1.325578669,-136.787205,-8.905839457,-1.70118436,27.81208709,-9.946035119
213,2,4,Pitcher_8,Right,2,Batter_21,Left,1,Stretch,6,Bottom,1,1,2,Fastball,Undefined,InPlay,Undefined,GroundBall,Out,1,0,,96.05665756,-4.542445682,0.102613424,2443.003115,182.827335,12:00,7.047851724,-0.03094097,6.5479353,-7.556702787,21.82963857,1.079451738,2.244493778,0.653097648,88.33195878,-5.96566193,0.30765393,0.390161379,,,,,,,,,,,,-0.56859335,13.22959697,0.023396426,50,6.730740751,-0.283360231,-139.6023274,-11.32442429,-1.128650418,29.70638809,-5.913470346
214,3,1,Pitcher_8,Right,2,Batter_7,Right,1,Stretch,6,Bottom,2,0,0,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,83.09077614,-1.531544509,-1.566290982,2473.463306,67.26834894,8:15,7.114202568,0.357007433,5.571645798,-41.37836454,-0.900333583,-2.058140851,2.234790637,-0.777658584,77.34900299,-9.157380378,-1.949372122,0.457911138,,,,,,,,,,,,0.701507693,-0.094168826,-0.220955282,50,6.955333541,3.372404937,-120.9047367,-4.569106874,1.0481576,21.49522608,-32.31475089
215,3,2,Pitcher_8,Right,2,Batter_7,Right,1,Stretch,6,Bottom,2,1,0,Curveball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,82.06252938,-0.740788214,-0.270013734,2508.389873,128.8738302,10:15,7.136295544,0.205317701,5.66661619,-40.62856795,0.520512091,-0.693674013,3.059926682,0.395786122,76.50285597,-8.250957648,-0.399219095,0.461691186,,,,,,,,,,,,0.305127922,0.455349382,-0.182109176,50,7.048053971,0.585175646,-119.5349826,-2.825204099,0.447377294,20.15832093,-31.50641718
216,3,3,Pitcher_8,Right,2,Batter_7,Right,1,Stretch,6,Bottom,2,1,1,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,96.48269408,-5.743552312,-0.492577749,2549.294035,180.246863,12:00,6.977294769,0.007164359,6.429839529,-7.089038298,22.3892764,0.096585839,1.090608135,0.062552012,88.41357917,-7.072915663,-0.474237169,0.390771466,,,,,,,,,,,,-0.187284682,13.87751596,0.027766282,50,6.564853107,1.199657261,-139.8940217,-14.29548637,-0.371855305,30.99070692,-4.620124417
217,3,4,Pitcher_8,Right,2,Batter_7,Right,1,Stretch,6,Bottom,2,2,1,Curveball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.98068228,-1.124103765,-0.803930055,2516.186845,95.55121758,9:15,7.152332075,0.34358561,5.908682437,-40.23153985,0.347604443,-3.969056964,2.756257104,-0.233295068,77.07650267,-8.555651168,-1.543384862,0.458482708,,,,,,,,,,,,1.955883081,0.431757358,-0.276881041,50,7.038887436,1.797303288,-119.4970971,-3.566430825,2.888139874,18.44424959,-31.53649734
218,3,5,Pitcher_8,Right,2,Batter_7,Right,1,Stretch,6,Bottom,2,2,2,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,95.80899246,-2.072622802,-0.506297553,2396.312696,177.5020037,12:00,7.033651431,-0.054673759,6.371658803,-10.16632261,19.14469405,-0.836406887,4.278828045,-0.090158282,88.93780138,-3.981655781,-0.663810879,0.389661017,,,,,,,,,,,,0.340832372,10.94144831,0.091535616,50,6.879470452,1.261051471,-139.6432482,-5.382698415,0.684431614,26.44326389,-10.20232946
219,3,6,Pitcher_8,Right,2,Batter_7,Right,1,Stretch,6,Bottom,2,3,2,Curveball,Undefined,InPlay,Undefined,FlyBall,HomeRun,0,1,,81.96184337,-0.244052095,-0.424584801,2609.985649,158.7463574,11:15,7.055353046,0.450597184,5.563557602,-38.21106271,3.232073575,-1.272277064,3.643130706,0.447978849,76.17196272,-7.31102286,-0.661211222,0.463337899,98.89073162,28.11910759,-33.10454145,2849.181997,88.25236209,56.83300048,-65.66142504,435.017171,96.67160922,-48.59475668,5.345458374,0.573169511,1.776767227,-0.413192591,50,7.009165957,0.925285413,-119.3703385,-1.730451809,0.837330997,20.29422892,-29.57840758
220,4,1,Pitcher_8,Right,2,Batter_13,Right,1,Stretch,6,Bottom,2,0,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,96.0817278,-2.766859912,0.597726061,2398.791403,185.8791455,12:15,7.038077031,0.236221081,6.23453185,-8.269688921,21.52032673,2.218877289,3.794798397,1.472460165,87.74619488,-4.326992965,1.018024692,0.392832023,,,,,,,,,,,,-1.044757512,12.52720675,-0.281807022,50,6.827895368,-1.531174349,-139.7853433,-7.027442427,-2.066057661,31.66896625,-7.400901507
