PitchNo,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,Batter,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0
270,3,1,Pitcher_10,Left,1,Batter_11,Left,2,Stretch,8,Top,2,0,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,94.09103538,-2.602858008,0.398528711,1986.144866,179.7205935,12:00,6.590338308,-0.682341083,7.212763628,-8.422773448,21.40438139,-0.104517427,3.530454624,0.169733686,86.18277828,-4.22022363,0.378386858,0.393076819,,,,,,,,,,,,0.168650436,12.82648418,0.659522247,50,6.438397156,-0.951199124,-137.137305,-6.451454664,0.321524159,30.01588105,-7.720957051
271,3,2,Pitcher_10,Left,1,Batter_11,Left,2,Stretch,8,Top,2,0,1,Fastball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,94.05309475,-2.492572814,1.600535023,2091.352937,170.0113453,11:45,6.614353878,-0.676599974,7.214398437,-10.80459393,19.21241463,-3.38871529,3.455268441,0.990265395,85.72037935,-4.572868991,0.945958553,0.394325827,,,,,,,,,,,,2.386397647,11.61205761,0.585888518,50,6.46805325,-3.741373735,-137.0053776,-6.243114042,4.51474213,31.5838423,-10.20560346
272,3,3,Pitcher_10,Left,1,Batter_11,Left,2,Stretch,8,Top,2,0,2,Slider,Undefined,InPlay,Undefined,GroundBall,Out,1,0,,86.25285962,-2.226246701,1.125107265,2224.380791,197.0316939,12:30,6.42657471,-0.977724289,6.83594658,-29.32345297,6.430948634,1.980326969,1.951529256,0.713367675,80.13386682,-7.766448729,1.5023718,0.430364337,,,,,,,,,,,,-0.821245227,4.139262304,0.905052629,50,6.273050726,-2.520656924,-125.7111084,-5.654562645,-1.32692185,23.17287988,-25.48606133
273,1,1,Pitcher_11,Right,2,Batter_17,Left,1,Stretch,8,Bottom,0,0,0,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,95.34359564,-4.214368766,-2.934838231,2422.069732,206.0579574,12:45,7.321814514,1.406794639,6.032242291,-7.575996742,23.16397811,11.34097961,2.776292974,0.132187374,86.74852321,-5.640696413,-0.793702009,0.399046285,,,,,,,,,,,,-6.99673747,13.7816888,-1.183995391,50,6.988208291,6.705937549,-138.2541888,-10.45617544,-13.49825816,31.75898996,-5.586114673
274,1,2,Pitcher_11,Right,2,Batter_17,Left,1,Stretch,8,Bottom,0,0,1,Splitter,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,84.56323289,-2.830131624,-4.962312275,1758.18416,233.413322,1:45,6.789829544,1.925657115,5.833847282,-27.19469118,11.82173867,15.97513864,1.881396792,-0.866338472,78.15161345,-7.87891336,-1.983553225,0.449567887,,,,,,,,,,,,-9.828984664,7.06290777,-1.530163669,50,6.542264973,10.14286758,-122.5721805,-6.932619926,-15.09293331,22.10611776,-21.32857473
275,1,3,Pitcher_11,Right,2,Batter_17,Left,1,Stretch,8,Bottom,0,1,1,Splitter,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,84.51882874,-1.704971478,-4.861256777,1732.568178,231.9208665,1:45,6.972207701,1.783162991,6.045542437,-25.26817807,13.48252255,17.25430235,3.282156647,-0.789622275,77.76316354,-6.435714362,-1.626338227,0.448034336,,,,,,,,,,,,-10.60200365,7.742737011,-1.413867001,50,6.825463702,9.911955514,-122.6388426,-4.422794923,-16.2568971,22.70385682,-20.30149285
276,1,4,Pitcher_11,Right,2,Batter_17,Left,1,Stretch,8,Bottom,0,2,1,Fastball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,97.19950835,-2.823658078,-3.075055432,2516.732955,211.1671626,1:00,7.2832522,1.393856031,5.956355641,-6.968437761,22.43773018,13.58792522,4.078538983,0.172235285,88.90534096,-4.133672642,-0.521626692,0.390292976,,,,,,,,,,,,-8.164019027,12.87791374,-1.157512346,50,7.055010781,7.108097679,-141.1848367,-7.21796523,-16.53669521,31.08247262,-6.089085516
277,1,5,Pitcher_11,Right,2,Batter_17,Left,1,Stretch,8,Bottom,0,2,2,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,96.04510122,-3.094850286,-3.57429843,2491.089635,215.0924886,1:15,7.26980655,1.330653138,6.079966512,-8.689902926,21.41651599,15.06747421,3.674391123,-0.224416344,87.60149682,-4.733912958,-0.733213284,0.394912671,62.55944298,53.61530493,-176.1086635,3998.907361,,,,,,,,-9.174654378,12.49046477,-1.062716028,50,7.025838019,8.198945536,-139.3991605,-7.844997865,-18.05627949,31.28202741,-7.59205195
278,1,6,Pitcher_11,Right,2,Batter_17,Left,1,Stretch,8,Bottom,0,2,2,Fastball,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,96.62400844,-4.424940462,-1.363102569,2422.336424,206.8788829,1:00,7.333750692,0.98406835,6.042573091,-7.186056599,22.75118902,11.54606257,2.629418755,1.184177619,87.80571419,-5.774925854,0.821969346,0.393801566,,,,,,,,,,,,-6.671078811,13.65961857,-0.884270967,50,6.985008022,2.943129147,-140.1965725,-11.09651104,-13.20258711,33.36165153,-5.140594287
279,2,1,Pitcher_11,Right,2,Batter_18,Right,1,Stretch,8,Bottom,1,0,0,Curveball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.39673963,-1.491829046,-2.777711316,2498.286182,180,12:00,7.055803219,1.759551697,5.996833124,-38.98484563,1.804060478,1.16E-13,2.422949822,-0.316012188,76.18380685,-8.757031901,-2.777711316,0.459666176,,,,,,,,,,,,-0.750169291,1.379215225,-1.541164928,50,6.916896429,5.813542814,-119.8218354,-4.275330673,-1.093684962,22.54173464,-30.1632665
280,2,2,Pitcher_11,Right,2,Batter_18,Right,1,Stretch,8,Bottom,1,0,1,ChangeUp,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,84.88169818,-3.109564575,-3.278924728,1725.005681,231.3181277,1:45,6.983007198,1.916200256,5.817895091,-26.23095277,12.74005882,15.95827346,1.898789496,0.694564811,77.79343946,-7.999485848,-0.280632859,0.449306145,,,,,,,,,,,,-9.511432636,7.733304119,-1.65751537,50,6.712828492,6.55773724,-123.1694412,-7.521956628,-14.59299567,24.75129937,-20.30916155
281,2,3,Pitcher_11,Right,2,Batter_18,Right,1,Stretch,8,Bottom,1,0,2,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,96.04855725,-2.331030161,-2.947788051,2357.880075,210.2663427,1:00,7.31765723,1.502612932,5.933189792,-8.672305244,21.69402326,12.67653566,4.428619296,0.32217975,87.1044359,-3.967301841,-0.555432593,0.396613654,74.99757274,54.2620932,165.7069273,4608.151806,,,,,,,,-7.727443889,12.42400473,-1.274690867,50,7.126712375,6.74503568,-139.4894302,-5.985201658,-15.13555501,33.09858077,-7.839454899
282,2,4,Pitcher_11,Right,2,Batter_18,Right,1,Stretch,8,Bottom,1,0,2,Curveball,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,81.44086619,-2.26188142,-3.04967467,2700.910003,31.99992262,7:00,7.03102435,1.699328121,5.845678109,-44.42354319,-2.115066855,-1.296779605,1.223390652,-0.744980751,75.18475279,-10.50078985,-3.293294119,0.468150198,,,,,,,,,,,,-0.183415947,-0.484906237,-1.450710446,50,6.821073132,6.33967486,-118.2688689,-6.001745283,-0.258786748,23.36722855,-32.85821648
283,3,1,Pitcher_11,Right,2,Batter_19,Right,1,Stretch,8,Bottom,2,0,0,Curveball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,79.5369816,-1.766345303,-2.164208047,2489.138201,300.408493,4:00,7.061964427,1.843818797,5.683215652,-45.6375424,-1.223483716,2.013516851,1.610953861,0.493670117,73.56583603,-10.21413126,-1.786967468,0.479658063,,,,,,,,,,,,-1.682511896,-0.161440382,-1.663121984,50,6.884934634,4.308754056,-115.6178822,-4.939433329,-2.276470379,21.64182112,-32.39248044
284,3,2,Pitcher_11,Right,2,Batter_19,Right,1,Stretch,8,Bottom,2,0,1,Splitter,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,81.40012014,-3.513312735,-3.938815649,1563.171055,243.6910736,2:00,6.85785954,1.951423804,6.083427833,-35.17686685,7.107755124,14.45622127,0.66490132,0.007004275,74.53008302,-10.08884616,-1.203507906,0.468018203,,,,,,,,,,,,-9.053412994,4.928729679,-1.655107931,50,6.567589299,7.713517789,-117.9822792,-8.258466097,-12.65973551,24.11059674,-25.28201633
285,3,3,Pitcher_11,Right,2,Batter_19,Right,1,Stretch,8,Bottom,2,0,2,Splitter,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,83.05542792,-1.73792358,-4.658274959,1540.706543,255.0098216,2:30,6.640521268,2.05775853,5.966439733,-36.68196034,4.023350678,15.16858281,1.966750119,-0.506089455,75.88041622,-8.610423112,-1.799867921,0.459194901,,,,,,,,,,,,-9.599045611,2.695947114,-1.696944644,50,6.482202118,9.363280017,-120.4279624,-4.752918972,-14.00767636,24.76890101,-28.23991217
286,1,1,Pitcher_12,Right,1,Batter_24,Left,2,Stretch,9,Top,0,0,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.91975653,-4.386920571,-2.956105607,2179.071656,202.412282,12:45,7.018844904,2.359202392,6.736676211,-8.265660718,23.37967928,9.654543103,2.309010016,0.960692257,84.24424067,-5.965289678,-1.105301787,0.404880072,,,,,,,,,,,,-6.277373385,14.36331887,-2.168766191,50,6.726659837,6.689130009,-134.8206374,-10.59039325,-11.45297701,31.70304027,-5.968380881
287,1,2,Pitcher_12,Right,1,Batter_24,Left,2,Stretch,9,Top,0,0,1,Curveball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,78.7386329,-1.686798272,-2.468301444,2428.814962,33.56832672,7:00,7.077740315,2.429530452,6.1839207,-53.65834036,-8.649634391,-5.711831165,1.047006833,0.173315528,72.4026708,-11.72526182,-3.55378186,0.48285839,,,,,,,,,,,,2.335011608,-4.191311864,-2.240687464,50,6.923532487,5.085932821,-114.4277953,-4.813326438,3.05181089,23.92293341,-37.6520047
288,1,3,Pitcher_12,Right,1,Batter_24,Left,2,Stretch,9,Top,0,0,2,Fastball,Undefined,InPlay,Undefined,GroundBall,Out,1,0,,94.12620563,-2.361892653,-3.542582717,2303.489451,202.6629737,12:45,7.041222411,2.280538608,6.594580799,-9.270513283,21.48164714,8.981733838,4.099659055,0.279635172,85.72365611,-4.128119182,-1.831968093,0.39912537,79.6638386,-9.560334385,0.435782416,,,,,20.70535215,18.41322485,0.254532527,0.183399048,-5.984432253,12.56773001,-2.042686918,50,6.875991124,8.201319607,-136.791989,-5.928828074,-11.31003028,30.9004975,-8.422186903
289,2,1,Pitcher_12,Right,1,Batter_20,Right,2,Stretch,9,Top,1,0,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,94.28483522,-3.289037857,-3.656618446,2266.435513,211.3658161,1:00,7.027572851,2.012721118,6.752329804,-10.91519926,19.40616492,11.84706596,3.104614186,0.155798905,86.51748588,-5.364403756,-1.401162311,0.396319906,,,,,,,,,,,,-7.554910042,11.66088296,-1.778022054,50,6.807576142,8.411601011,-136.986048,-8.204111373,-14.4215822,28.9584334,-9.914566816
290,2,2,Pitcher_12,Right,1,Batter_20,Right,2,Stretch,9,Top,1,0,1,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,94.58191398,-3.745384868,-4.667187261,2293.01566,205.3350252,12:45,7.022953061,2.008868316,6.869692344,-9.320233472,20.87720638,9.897671016,2.816990379,-0.928799115,86.45099491,-5.524638659,-2.779610757,0.395509192,,,,,,,,,,,,-6.819233823,12.70204171,-1.716329883,50,6.781193242,10.92027821,-137.1708171,-9.271333575,-13.00341124,30.10685728,-7.952871191
291,2,3,Pitcher_12,Right,1,Batter_20,Right,2,Stretch,9,Top,1,1,1,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,92.96608551,-4.249706592,-3.709736113,2232.611363,203.9172262,12:45,6.977533965,2.334311835,6.925240567,-9.964185972,21.1849178,9.408473294,2.263451511,0.236670637,85.075702,-6.149722824,-1.910342676,0.40169303,,,,,,,,,,,,-6.291296477,13.03671222,-2.106052447,50,6.707908006,8.491394696,-134.9213866,-10.31850704,-11.6065256,29.12611536,-8.123213461
292,2,4,Pitcher_12,Right,1,Batter_20,Right,2,Stretch,9,Top,1,0,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,93.81436363,-3.028711105,-5.187859728,2142.476585,204.3906083,12:45,7.040145994,2.12928404,6.809763412,-10.38752338,20.4036162,9.264585229,3.39744201,-1.344582012,85.65595343,-5.010356346,-3.424777962,0.399378241,,,,,,,,,,,,-6.611547761,12.22328065,-1.797956731,50,6.840233934,12.08921187,-136.0329244,-7.520555755,-12.38921052,29.83175342,-9.269155068
293,2,5,Pitcher_12,Right,1,Batter_20,Right,2,Stretch,9,Top,1,1,0,Fastball,Undefined,InPlay,Undefined,LineDrive,Single,0,0,,92.79265026,-2.953017026,-4.405009741,2033.346346,204.8836171,12:45,6.998380851,2.136243798,6.954503473,-12.84567337,18.39566633,8.546216203,3.230951917,-0.667094332,84.77493107,-5.408182322,-2.770747533,0.402287319,78.71107036,24.99028023,-4.012217318,1552.978245,109.7411452,39.92314292,-7.541583353,270.9073321,270.740588,-5.075877734,3.485901489,-6.029973901,11.1460565,-1.86630405,50,6.810499458,10.14869661,-134.7395832,-7.318120783,-11.07535917,29.51947315,-11.70189045
294,3,1,Pitcher_12,Right,1,Batter_2,Right,2,Stretch,9,Top,1,0,0,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,78.74101754,0.054556995,-3.58950551,2242.034535,43.67654875,7:30,6.917427616,2.430319847,6.420976092,-49.54208896,-5.453848085,-5.167960578,2.839161894,-0.803766466,72.85137388,-9.251326002,-4.566839042,0.477895459,,,,,,,,,,,,1.83900982,-3.013886092,-2.172192528,50,6.898551307,7.316984697,-114.5075147,-1.173783419,2.440875925,21.2100031,-36.17431105
295,3,2,Pitcher_12,Right,1,Batter_2,Right,2,Stretch,9,Top,1,1,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.78727444,-3.54708161,-4.124039787,2149.34652,211.7529287,1:00,7.008470581,2.263341378,6.842875963,-13.57271126,19.17462768,11.88603063,2.630877883,-0.01268364,83.09345716,-6.132452739,-1.855061407,0.411869399,,,,,,,,,,,,-7.773160747,11.68446551,-2.004265449,50,6.776213871,9.179242083,-131.7869497,-8.559117421,-13.68170042,27.79027848,-11.60798002
296,3,3,Pitcher_12,Right,1,Batter_2,Right,2,Stretch,9,Top,1,1,1,Fastball,Undefined,InPlay,Undefined,Popup,Out,1,0,,92.51720688,-2.684083309,-2.517571219,1997.859774,206.4347174,1:00,7.042781711,2.049272252,6.762866131,-11.97267361,19.5633459,9.740850052,3.58998091,1.060662231,84.50998267,-4.966761698,-0.655292218,0.404180127,,,,,,,,,,,,-6.132668279,11.64970863,-1.888850251,50,6.862834901,5.642954628,-134.5950601,-6.653910263,-11.23655478,29.53566473,-10.82892059
297,4,1,Pitcher_12,Right,1,Batter_22,Left,2,Stretch,9,Top,2,0,0,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,92.26252509,-2.466847591,-2.786516442,2020.988904,200.6494648,12:45,7.077186526,2.22389964,6.72622973,-11.69682337,20.00597021,7.550701383,3.844260261,0.804885053,84.41033155,-4.693918362,-1.346052634,0.405247445,,,,,,,,,,,,-4.965140141,11.80053599,-2.043328132,50,6.909844775,6.318382463,-134.225614,-6.122016192,-9.065836538,28.82330642,-10.62748042
298,4,2,Pitcher_12,Right,1,Batter_22,Left,2,Stretch,9,Top,2,0,1,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,80.17031709,-1.255127221,-3.272074088,2372.001369,35.03326197,7:15,7.004832375,2.315026804,6.18658961,-50.06296823,-6.815148453,-4.749409435,1.672123753,-0.60478102,73.82689328,-10.62128595,-4.171004091,0.473318661,,,,,,,,,,,,1.59932707,-3.341041802,-2.066141022,50,6.884899314,6.790040104,-116.4891457,-3.92968728,2.177972152,23.70679891,-36.72389714
299,4,3,Pitcher_12,Right,1,Batter_22,Left,2,Stretch,9,Top,2,1,1,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,93.40419592,-3.419943613,-1.63765597,2178.037606,206.6937884,1:00,7.038367143,2.152864671,6.650664454,-12.90595868,18.19562082,9.163675846,2.828321918,1.91749819,85.37139565,-5.869901453,0.112222094,0.401386481,,,,,,,,,,,,-5.545868314,11.06089772,-2.046647708,50,6.803036374,3.616033344,-135.8391789,-8.498050392,-10.34426712,30.24112983,-11.54303568
300,4,4,Pitcher_12,Right,1,Batter_22,Left,2,Stretch,9,Top,2,2,1,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,79.23423164,1.008309401,-2.635535128,2293.41378,50.17178675,7:45,7.109749383,2.286439779,6.330596986,-50.02380252,-5.834811081,-6.946332795,3.870501708,-0.220601103,72.16701699,-8.467685725,-3.958558216,0.478441191,,,,,,,,,,,,2.974719253,-3.53179355,-2.091326183,50,7.159518931,5.484771981,-115.1933981,0.716900285,3.938898766,24.30378032,-36.85058307
301,4,5,Pitcher_12,Right,1,Batter_22,Left,2,Stretch,9,Top,2,3,1,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,91.63555626,-2.996790334,-3.064053871,2085.76301,207.6076439,1:00,7.087476875,2.258334198,6.666712159,-14.13037596,18.29578731,9.583858509,3.16202952,0.751295844,83.44457417,-5.68782577,-1.232755733,0.409844679,67.42966099,-21.48060815,170.6080198,,,,,5.683561704,0.0998475,169.7231494,0.085825806,-6.219359489,11.03915309,-2.057162215,50,6.880852101,6.855442136,-133.1646752,-7.383449986,-11.11170481,29.93452468,-12.45114771
302,4,6,Pitcher_12,Right,1,Batter_22,Left,2,Stretch,9,Top,2,3,2,Curveball,Undefined,BallCalled,Walk,Undefined,Undefined,0,0,,79.76867435,0.733833545,-3.588085411,2362.734198,68.86224698,8:15,7.065950976,2.261248173,6.293899596,-45.21193908,-1.51289385,-3.806806539,3.975745342,-0.86606674,72.56702943,-7.823901428,-4.311313045,0.475781436,,,,,,,,,,,,0.948764113,-1.064199864,-1.995797896,50,7.09816095,7.36722304,-115.872958,0.283913921,1.27232395,24.40746388,-33.60117565
303,5,1,Pitcher_12,Right,1,Batter_4,Right,2,Stretch,9,Top,2,0,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,91.98210736,-2.250611993,-3.937004663,2063.711186,203.0300102,12:45,7.099643242,2.069452676,6.959241582,-10.95484905,21.03545221,8.954811636,4.13345505,-0.271459287,83.20642866,-4.358850335,-2.214516857,0.40708086,,,,,,,,,,,,-6.251092327,12.52012034,-1.829048075,50,6.956401652,8.960272319,-133.6489476,-5.55575172,-11.18591146,31.67102653,-9.77013091
304,5,2,Pitcher_12,Right,1,Batter_4,Right,2,Stretch,9,Top,2,1,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,90.68371441,-1.584088822,-2.269710736,2080.523915,196.9845426,12:30,7.094269184,2.17616444,6.663502064,-12.27636565,20.82648683,6.370659123,4.620506834,1.1294913,82.24223286,-3.93181094,-1.04976486,0.414099044,,,,,,,,,,,,-4.225975036,12.05244166,-2.026783295,50,6.983142208,5.051329575,-131.9714028,-3.998020841,-7.391175767,30.25799606,-11.09448373
305,5,3,Pitcher_12,Right,1,Batter_4,Right,2,Stretch,9,Top,2,2,0,Fastball,Undefined,InPlay,Undefined,Popup,Out,1,0,,91.17163769,-2.573181696,-2.813969057,2031.156033,195.0565516,12:30,7.115765631,2.310866369,6.747839064,-10.16089117,22.61439893,6.091729256,3.91428261,0.746187582,82.51472465,-4.51941949,-1.645107985,0.412045135,,,,,,,,,,,,-4.266812645,13.40832833,-2.128916016,50,6.94306296,6.346272325,-132.5446378,-6.245121261,-7.510093966,31.12989055,-8.573807803
306,1,1,Pitcher_13,Left,2,Batter_21,Left,1,Stretch,9,Bottom,0,0,0,Fastball,Undefined,InPlay,Undefined,Popup,Out,1,0,,89.72687586,-1.765914168,1.450033585,2322.253543,164.7220953,11:30,6.568484083,-1.489911914,5.824465608,-15.54544158,19.38224499,-5.303319525,3.630555085,-0.083750982,81.35248101,-4.691237607,0.449110058,0.425359786,,,,,,,,,,,,3.297602417,10.98418207,1.37472085,50,6.415233052,-3.127518691,-130.4393267,-4.533831823,5.633925481,29.57779023,-13.40766758
307,2,1,Pitcher_13,Left,2,Batter_6,Left,1,Stretch,9,Bottom,1,0,0,ChangeUp,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,86.36890846,-2.7071079,-0.561273715,1871.376256,167.4452758,11:30,6.512583491,-1.587669807,5.943147475,-22.03410486,15.21400357,-3.39591116,2.163749282,-1.891224298,79.27176265,-6.825556905,-1.200760109,0.439261995,,,,,,,,,,,,1.679755234,8.967988528,1.634204989,50,6.284785457,1.336532631,-125.6130771,-6.627296642,2.685510431,25.29488893,-17.83646755
308,2,2,Pitcher_13,Left,2,Batter_6,Left,1,Stretch,9,Bottom,1,1,0,Fastball,Undefined,InPlay,Undefined,LineDrive,Double,0,0,,89.62677254,-1.797516068,1.180710238,2225.226965,180.3187535,12:00,6.565652246,-1.594936141,5.916629506,-15.91702499,18.72877864,0.104376078,3.570419357,0.009496185,81.86911717,-4.785416761,1.200368645,0.423639882,104.1331728,26.03306972,31.28799874,2123.874536,89.79684522,48.47584084,63.53326084,375.3215316,88.9154396,45.42021687,4.181277466,0.275469813,10.61870766,1.500454587,50,6.41278998,-2.690772488,-130.3907586,-4.610334312,0.473744948,27.68893565,-13.9123049
309,3,1,Pitcher_13,Left,2,Batter_25,Right,1,Stretch,9,Bottom,1,0,0,ChangeUp,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,84.19306306,-3.394504627,1.769898325,1766.132225,156.4202523,11:15,6.451570682,-1.625494885,6.078784011,-23.04284409,16.07612787,-7.032775155,1.386005251,-0.073761618,77.25200571,-7.706717764,0.441696833,0.450158272,,,,,,,,,,,,4.314981517,9.682493247,1.492687821,50,6.177045655,-3.571949679,-122.3336004,-7.941827387,6.534598636,24.28370726,-17.51090181
310,3,2,Pitcher_13,Left,2,Batter_25,Right,1,Stretch,9,Bottom,1,0,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,89.94268547,-2.491467014,0.990418275,2334.266741,161.8191144,11:30,6.537796188,-1.33992753,5.942368654,-13.43590133,21.3069734,-7.008228678,3.105625569,-0.505292421,81.27734588,-5.027296464,-0.337961514,0.424232947,,,,,,,,,,,,4.10885082,12.32959081,1.265081501,50,6.332048597,-2.034328174,-130.7057625,-6.119990488,7.020847566,30.70346554,-11.1063142
311,3,3,Pitcher_13,Left,2,Batter_25,Right,1,Stretch,9,Bottom,1,1,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.23348207,-3.827747565,2.795706861,2403.143779,161.8432163,11:30,6.57496328,-1.427918387,5.98447356,-11.33768658,22.37568805,-7.348450226,2.073407475,1.052590553,82.80929191,-5.959973089,1.407151597,0.417900251,,,,,,,,,,,,4.819432062,13.27652718,1.211558959,50,6.266376869,-6.223702964,-132.3280111,-9.231767131,8.484226396,30.1291968,-8.801779601
312,3,4,Pitcher_13,Left,2,Batter_25,Right,1,Stretch,9,Bottom,1,1,1,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,90.09513601,-2.137672626,1.739836303,2286.174446,166.2850608,11:30,6.526884912,-1.36497064,6.075768141,-14.70934301,19.64993156,-4.803449389,3.321669913,0.344795851,81.64532456,-4.917995056,0.828899557,0.421884443,82.0647424,36.09438181,41.2297022,4381.05943,74.25530278,67.65745987,81.15508482,298.6418733,49.95432992,56.09215289,4.704413452,3.145066411,11.34609701,1.233189701,50,6.353951984,-3.827101715,-130.9747343,-5.354381859,5.411875749,30.08777373,-12.65024231
313,3,5,Pitcher_13,Left,2,Batter_25,Right,1,Stretch,9,Bottom,1,1,2,ChangeUp,Undefined,InPlay,Undefined,GroundBall,Out,1,0,,84.97963607,-1.566562892,0.861673196,1697.310865,162.2004664,11:30,6.534842253,-1.46139715,5.93057943,-23.26679602,15.06035111,-4.846784125,3.142186071,-0.565900122,78.13932559,-5.920230756,-0.049478977,0.445579052,63.56995242,-14.75071259,-12.30432554,,,,,11.70109201,9.859180407,-6.176091075,0.122278442,2.844927868,8.544093186,1.3954568,50,6.396697359,-1.7108064,-123.7022593,-4.102064954,4.425897088,23.75126811,-18.88187424
314,4,1,Pitcher_13,Left,2,Batter_26,Left,1,Stretch,9,Bottom,2,0,0,Slider,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,80.13988386,0.386457439,0.072502456,2668.119597,255.0209755,2:30,6.580172303,-1.321141879,5.737779105,-40.53055323,2.508428742,9.526554708,3.562431545,0.040238952,74.53312085,-7.133579036,1.849014101,0.472174483,,,,,,,,,,,,-5.076401104,1.248049967,1.309238504,50,6.587264506,-0.437128874,-116.7505864,-0.443722287,-7.097183376,19.32153497,-30.4291826
315,4,2,Pitcher_13,Left,2,Batter_26,Left,1,Stretch,9,Bottom,2,0,1,Slider,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,83.10793061,-0.748437783,0.642180895,2733.96383,258.1702479,2:30,6.628543548,-1.238565087,5.664348512,-38.38764357,2.015394359,9.803552324,2.73171999,0.67712895,76.92003728,-7.868030296,2.473482523,0.457486759,76.37687379,-33.44544241,-149.3131895,,,,,2.543843765,1.718581632,-113.191213,0.046724243,-5.069383034,1.272564846,1.178201772,50,6.541177081,-1.666826431,-120.9840085,-2.797407079,-7.556352738,22.34750798,-30.27718087
316,4,3,Pitcher_13,Left,2,Batter_26,Left,1,Stretch,9,Bottom,2,0,2,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,91.93256554,0.11618629,0.559240156,2410.002034,173.1282064,11:45,6.699566475,-1.073681639,5.965552759,-13.01905669,19.9014673,-2.402132111,5.722360234,-0.255402291,83.53680138,-2.341735988,0.105506681,0.412957053,,,,,,,,,,,,1.462925216,10.74032676,1.030777813,50,6.701514193,-1.226923684,-133.8137258,-0.157977926,2.64098449,30.05062556,-12.78478921
317,4,4,Pitcher_13,Left,2,Batter_26,Left,1,Stretch,9,Bottom,2,1,2,ChangeUp,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,86.60852236,-4.562482658,1.114535843,1775.166661,153.8102335,11:15,6.659517942,-1.538007267,6.060097434,-18.42892357,18.66798262,-9.198800116,0.891930675,-0.773058527,79.39297725,-8.001814835,-0.623194037,0.438369535,,,,,,,,,,,,5.306941878,11.42038039,1.456606698,50,6.295422462,-2.164651734,-125.6927495,-10.5943646,8.479448552,25.77020721,-13.92652857
